respondent_id,현재 함께 거주하고 있는 인원 구성은 어떻게 되나요?,현재의 결혼/동거 상태를 가장 잘 설명하는 항목을 선택해주세요.,,안방(침실)에서 침대에 앉아 기대어 생활하는 빈도는 어느 정도인가요?,"침대에 기대어 생활하는 경우, 보통 한 번에 얼마나 오래 머무르시나요?",침대에 기대어 있을 때 주로 어떤 활동을 하나요? (모두 선택),,,,,,,현재 침실(안방)에 놓여 있는 가구와 물건은 무엇인가요? (모두 골라주세요),,,,,,,,,,침대를 고를 때 헤드보드 디자인이 구매 결정에 얼마나 영향을 미치나요?,현재 침대의 헤드보드는 어떤 형태로 되어 있나요?,헤드보드를 없이 침대를 사용하시는 이유는 무엇인가요?,헤드보드 없이 침대를 이용하시면서 불편했던 점은 무엇인가요?,현재 사용 중인 침대의 헤드보드는 ‘기대어 사용하기에 편안하다’고 느끼시나요?,"헤드보드가 기대어 사용하기 불편하다고(그렇지 않다고) 응답하신 경우,어떤 점이 가장 아쉬운가요? (모두 선택)",,,,,,"기대기 불편할 때, 보통 어떻게 보완해서 사용하시나요?",,,,,동의 여부,현재 거주 형태를 선택해주세요.,,성을 선택해주세요.,출생연도,추후 인터뷰 희망 여부,User_ID
115014194534,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 매일,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,,,,,,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,,,오래 기대기엔 구조적으로 불안하다,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,남성,1985,예,17370238
115014194281,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 매일,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,,,,,,,,,별로 중요하지 않음,나무/철제 등 (하드 타입),,,그렇지 않다,,,,머리·목을 받쳐주지 못한다,,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1977,예,12371658
115014193899,4인 이상 가구,결혼한 지 5년 이상,,주 3–4회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,,,,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,남성,1965,예,26241740
115014191870,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,,,,,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1981,아니오,5318399
115014191493,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,소파 / 1인용 의자,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1974,예,20095385
115014187876,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,5–15분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1982,아니오,22991027
115014187271,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이내)",,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,,,,,,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,각도가 불편하다,,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,빌라,,여성,1989,예,21352872
115014185737,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1998,예,1970503
115013964680,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1979,예,18570533
115014182396,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,,,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1994,예,18269324
115014181910,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,,,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1972,아니오,5810123
115014182168,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,,,,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1977,예,13858687
115014180505,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,별로 중요하지 않음,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,단독주택,,여성,1976,예,25938075
115014179698,4인 이상 가구,가족(부모 등)과 거주 중,,거의 매일,1시간 이상,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,,,,,,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1999,아니오,11997218
115014179042,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,나무/철제 등 (하드 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1972,예,15396418
115014177404,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,,,오래 기대기엔 구조적으로 불안하다,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1963,아니오,5500500
115014178353,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,대화 / 통화,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1992,예,2814678
115014176329,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,,,,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1979,예,6445519
115014176265,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,5–15분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,,,옷장 / 드레스룸,,,,화장대,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1985,예,17707063
115014175630,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,5–15분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,각도가 불편하다,,,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1980,예,7550081
115014173770,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,서랍장,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,각도가 불편하다,쿠션감이 부족하다,,,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1971,예,17872751
115013901536,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이내)",,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,,,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1986,예,24976236
115014159981,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,주 1–2회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,각도가 불편하다,,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1989,예,16066948
115014155723,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,TV / 모니터,소파 / 1인용 의자,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1972,예,24003577
115014155549,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,주 1–2회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1990,아니오,6047735
115014152927,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,단독주택,,여성,1972,예,22615962
115014146610,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,,,,,동의합니다,단독주택,,여성,1978,예,15484030
115014146542,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1978,예,18074421
115014138788,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,어느 정도 중요함,없음(무헤드),위 책장이 있다,쌓이는 먼지,,,,,,,,,,,,,동의합니다,아파트,,여성,1983,예,1038529
115014113836,3인 가구 (자녀 포함),가족(부모 등)과 거주 중,,"매일, 비교적 오랜 시간 사용한다",1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,,,쿠션을 추가로 둔다,,,,동의합니다,빌라,,여성,1983,예,24931134
115014114590,2인 가구 (배우자 / 연인 / 친구 등),기타(구체적으로 적어주세요),어머니,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,,,,,화장대 침대,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,기타(구체적으로 명시),신축아파트,여성,1978,예,3213644
115014107779,2인 가구 (배우자 / 연인 / 친구 등),가족(부모 등)과 거주 중,,주 1–2회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,,,책상 / 작업 공간,옷장 / 드레스룸,,,,,별로 중요하지 않음,없음(무헤드),공간활용,없음,,,,,,,,,,,,,동의합니다,아파트,,여성,1963,예,18031168
115014088681,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,독서,,,,,,,화장대,,책상 / 작업 공간,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1982,예,24897346
115014085157,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,,,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,쿠션감이 부족하다,,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1981,예,23131713
115014048767,2인 가구 (배우자 / 연인 / 친구 등),기타(구체적으로 적어주세요),34년,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,쿠션감이 부족하다,,,,,,,그냥 참고 사용한다,,동의합니다,아파트,,여성,1967,예,26154621
115014045302,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,TV / 모니터,,화장대,,,옷장 / 드레스룸,,,,트롤리,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1990,예,14226942
115014013047,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,,,,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1982,예,21647974
115014011682,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 매일,1시간 이상,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1988,예,16443019
115014008431,2인 가구 (배우자 / 연인 / 친구 등),기타(구체적으로 적어주세요),"한부모가족 모,아이1거주",거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1984,예,22329871
115014002538,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,주 1–2회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1985,예,5879521
115013989986,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,보통이다,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1990,예,13595255
115013996502,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,"매일, 비교적 오랜 시간 사용한다",1시간 이상,,"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,어느 정도 중요함,없음(무헤드),공간이 협소해서,기댈때 고정이 안되는 점?,,,,,,,,,,,,,동의합니다,빌라,,여성,1989,예,25771385
115013993724,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,15–30분,,,,,,잠들기 전 휴식,,,,,협탁 (침대 옆 테이블),책상 / 작업 공간,,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1970,예,26271443
115013992941,4인 이상 가구,결혼한 지 3~5년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1985,아니오,19314919
115013992496,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,,,,,침대 가습기 고양이침대,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,,,,원목이라 딱딱해서 기대기 불편함,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1983,예,15462660
